review,rating,date,bank,source
Holds ur money even there phone number don't work its fake,1,2024-10-20 22:20:58,Bank of Abyssinia (BOA),Google Play
Visa cards,5,2024-10-10 21:56:45,Bank of Abyssinia (BOA),Google Play
I used it fine but I being charged twice wuth out my awareness. When I try to contact them their phone doesnt work and its very difficut to find them. I recommend not to use ut,2,2024-10-04 00:41:22,Bank of Abyssinia (BOA),Google Play
"The transaction was quick. But I have faced different issues than others, the cash go returned back the money to my visa card, but they already paid the other person. after some days my bank requested to deduct that amount. What if I send large amount of currency and close the visa card account. This will be a huge loss for the Cash go or the bank. Try to improve that.",3,2024-10-02 02:07:12,Bank of Abyssinia (BOA),Google Play
It doesnt even work.after putting in all the card number for sender and details for reciever the final page doesn't go through,1,2024-10-01 05:03:20,Bank of Abyssinia (BOA),Google Play
"Careful, I lost my money, they didn't answer email and call.very bad",1,2024-09-29 13:40:33,Bank of Abyssinia (BOA),Google Play
dont download They are scammers. I send money and the receiver did not get it and their customer support is fake to ask what happened to my money,1,2024-09-26 13:41:33,Bank of Abyssinia (BOA),Google Play
I have been trying to send money from a prepaid VISA/Master card. The status has been stuck at Decision Management. I have also sent an email to their support for help. I just lost 300 USD because of this application.,1,2024-09-26 13:34:03,Bank of Abyssinia (BOA),Google Play
"I really appreciate your launching of this money transfer app. I used the app for the first time yesterday and my transfer was successful. In the mean time, I wish if you, guys, fix the problem related to account log in. The app does not let you back in once you are logged out. It keeps saying incorrect pin while the pin is correct.",4,2024-09-26 05:40:14,Bank of Abyssinia (BOA),Google Play
It is simple and fast. But try to support other payment methods.,3,2024-09-23 11:16:19,Bank of Abyssinia (BOA),Google Play
Amazing app,5,2024-09-21 17:04:13,Bank of Abyssinia (BOA),Google Play
I sent some money to a friend. He couldn't find it. I called and emailed them but they didn't respond me.,2,2024-09-21 06:49:29,Bank of Abyssinia (BOA),Google Play
It would have been great if it worked d consistently. It worked once and stalled during several attempts over several days thereafter.,3,2024-09-18 10:47:02,Bank of Abyssinia (BOA),Google Play
You need to disclose on which countries you operate with!! Telling customer that you don't operate in the country after they sent the money and leaving the customer to unsettled txn is a bad experience.,3,2024-09-16 20:06:54,Bank of Abyssinia (BOA),Google Play
"this app is useless even I'm typing my home address more than 5 times denied me to accept even I checked my address again and same red line not accepted, waste of time nothing More.",1,2024-09-16 15:13:26,Bank of Abyssinia (BOA),Google Play
I was sending fine until the most recent September 14 update. Transaction don't go through. What could be the issue? Edit: It works with Abyssina but not with Awash.,2,2024-09-16 13:14:45,Bank of Abyssinia (BOA),Google Play
Good,5,2024-09-16 00:56:52,Bank of Abyssinia (BOA),Google Play
not working properly,1,2024-09-13 02:45:19,Bank of Abyssinia (BOA),Google Play
"Wow 👏 ,,, this app just made money transfer way too easy.",5,2024-09-12 01:10:12,Bank of Abyssinia (BOA),Google Play
Excellent app 4g Thanks,5,2024-09-11 14:21:33,Bank of Abyssinia (BOA),Google Play
The best of best,5,2024-09-11 09:19:04,Bank of Abyssinia (BOA),Google Play
To receive money by Bank option. I'm from Ethiopia,5,2024-09-11 00:22:34,Bank of Abyssinia (BOA),Google Play
Keep it up!,5,2024-09-10 20:54:43,Bank of Abyssinia (BOA),Google Play
It is not a valid application.,1,2024-09-10 16:10:37,Bank of Abyssinia (BOA),Google Play
Why not send????,3,2024-09-08 13:20:33,Bank of Abyssinia (BOA),Google Play
"Wow, this is a wonderful and fast service. It's very impressive",5,2024-09-07 19:20:20,Bank of Abyssinia (BOA),Google Play
"It is good, but it stopped working.",3,2024-09-07 08:06:20,Bank of Abyssinia (BOA),Google Play
Easy to sign up and use.,5,2024-09-06 22:55:46,Bank of Abyssinia (BOA),Google Play
It works instantly and good rates.,5,2024-09-04 08:32:26,Bank of Abyssinia (BOA),Google Play
120 birr per usd is fire😬,5,2024-09-01 22:39:31,Bank of Abyssinia (BOA),Google Play
Good,5,2024-08-08 00:05:51,Bank of Abyssinia (BOA),Google Play
Mameameni,5,2024-08-04 19:24:01,Bank of Abyssinia (BOA),Google Play
The app is very good,4,2024-07-29 04:03:16,Bank of Abyssinia (BOA),Google Play
Tnxs for this good idea,5,2024-07-03 15:32:21,Bank of Abyssinia (BOA),Google Play
"I don't have an account with you but I've been recieving messages from your platform of me to repay my loan, why is it so or maybe your platform might be a scam, because I can't even sign up with you, so how then did I get to apply for a loan",1,2024-06-26 17:58:15,Bank of Abyssinia (BOA),Google Play
It brings an error message payment failed and is there any place that i can get support?,4,2024-05-30 21:33:01,Bank of Abyssinia (BOA),Google Play
ለፈጣን አጎልጉሎቱ,5,2024-05-19 23:46:41,Bank of Abyssinia (BOA),Google Play
Good,5,2024-05-18 13:06:08,Bank of Abyssinia (BOA),Google Play
Wow very good thanks.,5,2024-05-12 17:59:52,Bank of Abyssinia (BOA),Google Play
As,5,2024-05-09 16:10:07,Bank of Abyssinia (BOA),Google Play
Good,5,2024-04-28 02:09:19,Bank of Abyssinia (BOA),Google Play
God bless world 🌍 and peoples,5,2024-04-27 19:43:16,Bank of Abyssinia (BOA),Google Play
It's very very wonderful application in Ethiopia so it's more better than five ✨,5,2024-04-12 22:37:24,Bank of Abyssinia (BOA),Google Play
Very poor app....needs a lot of work,1,2024-04-10 15:38:49,Bank of Abyssinia (BOA),Google Play
very good,5,2024-03-21 00:37:35,Bank of Abyssinia (BOA),Google Play
Like,5,2024-01-10 17:16:32,Bank of Abyssinia (BOA),Google Play
How transfer to paypal,5,2024-01-07 21:20:59,Bank of Abyssinia (BOA),Google Play
so happy for all BOA New ACCOUNT SWIFTCODE Good that helping to Thankgive your BOA coming soon ..it's all for well,5,2023-12-23 13:09:54,Bank of Abyssinia (BOA),Google Play
Gemeda Husein,5,2023-12-17 00:06:30,Bank of Abyssinia (BOA),Google Play
⭐️⭐️⭐️⭐️⭐️,5,2023-12-14 03:58:20,Bank of Abyssinia (BOA),Google Play
Great,5,2023-12-13 14:57:05,Bank of Abyssinia (BOA),Google Play
ok,5,2023-12-13 14:25:22,Bank of Abyssinia (BOA),Google Play
very nice app,5,2023-12-02 02:52:36,Bank of Abyssinia (BOA),Google Play
The effort was good. I was very happy But the app. stops when you reach check account and scrolls forever for Commercial bank. For Abysinia bank goes up to veryfiying senders ingormation but stops there not accepting after I enter correct detials of me. Particularly wants to limit my bank account number whereas it is the number given me from my bank. Why should you limit? You must recognize other banks can have more numbers. This must be corrected immediaty if you want your app. to be effective.,1,2023-10-14 17:10:20,Bank of Abyssinia (BOA),Google Play
Excellent,5,2023-09-03 19:12:54,Bank of Abyssinia (BOA),Google Play
It doesn't work how can I register can you fix it please,1,2023-07-09 18:52:28,Bank of Abyssinia (BOA),Google Play
Good,5,2023-07-02 05:10:58,Bank of Abyssinia (BOA),Google Play
The worst app never opened,1,2023-06-25 00:02:15,Bank of Abyssinia (BOA),Google Play
It's so best app for getting the exchange money from foreigners country,5,2023-06-17 00:10:08,Bank of Abyssinia (BOA),Google Play
It's not working downloading the file 97% after it stops installing,1,2023-05-14 14:28:39,Bank of Abyssinia (BOA),Google Play
Google online,5,2023-05-11 02:05:42,Bank of Abyssinia (BOA),Google Play
I think the app have technical issues like When we create account the app decline my email says it's not valid but my email is valid.,1,2023-05-09 20:01:03,Bank of Abyssinia (BOA),Google Play
It is getting difficult to register and setup a user account,1,2023-05-08 03:02:15,Bank of Abyssinia (BOA),Google Play
I registered simply and it's not difficult to send. Thank you Abyssinia,3,2023-04-15 14:28:26,Bank of Abyssinia (BOA),Google Play
The best Apps to get money from online website In Ethiopia from online website Allowed All Banks!!!!,5,2023-03-22 12:58:57,Bank of Abyssinia (BOA),Google Play
Addis ababa.Ethiopia,5,2023-03-05 16:26:44,Bank of Abyssinia (BOA),Google Play
It's not Working... It's difficult to register on app,1,2023-03-04 15:32:29,Bank of Abyssinia (BOA),Google Play
"I hope someone send me some Cash with this app, I give 5 star because I am good man.. never used yet. Lol",5,2023-02-27 21:57:09,Bank of Abyssinia (BOA),Google Play
Lovely,5,2023-02-25 01:28:22,Bank of Abyssinia (BOA),Google Play
Very poor app i can not even crate password ther is no direction what type of password app need to be used.,1,2023-02-24 08:55:37,Bank of Abyssinia (BOA),Google Play
Good looking,5,2023-02-10 21:38:37,Bank of Abyssinia (BOA),Google Play
Creating account is very difficult both by email & phone. Would you make easy to go. Especially registering password. Thanks!,1,2023-02-07 04:12:52,Bank of Abyssinia (BOA),Google Play
"Can't pass the registration page, The loading took forever.",5,2023-02-06 20:24:48,Bank of Abyssinia (BOA),Google Play
I download but can't open at all you should fix the problems,1,2022-12-26 12:25:00,Bank of Abyssinia (BOA),Google Play
Not working anymore abroad,1,2022-12-09 15:33:27,Bank of Abyssinia (BOA),Google Play
So slow and the security clearance method is so primitive,2,2022-09-13 05:17:04,Bank of Abyssinia (BOA),Google Play
"This and mamapays were too good to be true, so not surprised they don't work now.",1,2022-06-27 21:48:57,Bank of Abyssinia (BOA),Google Play
Stoped working a while a go I wonder why it is stiil on the play store . Bad user experience,1,2022-06-15 16:38:46,Bank of Abyssinia (BOA),Google Play
"Hi, downloading is went perfect but to created an account or to register the system freeze. Still I can't register. The bottoms line I can't use it yet. I will try hard to use this app and if I am successful I will change my rate. Because I love Ethiopia.",2,2022-06-06 17:31:35,Bank of Abyssinia (BOA),Google Play
"Like the app but keeps spinning upon login. I'm sure you'll fix it soon. You need phone & chat customer service agents, social media managers in every continent. Feedback forms might help as well.",5,2022-06-05 02:57:53,Bank of Abyssinia (BOA),Google Play
Can't even do registration in my region! Disappointed!!!,1,2022-05-30 12:16:37,Bank of Abyssinia (BOA),Google Play
"It works when it wants. While the idea is great, it rarely works. Can use lots of improvement.",2,2022-04-26 19:15:46,Bank of Abyssinia (BOA),Google Play
"I couldn't log in,I think they need to develop the app well!! So frustrating to use the app",2,2022-04-21 10:06:07,Bank of Abyssinia (BOA),Google Play
Tankes tewodros,5,2022-04-16 20:41:42,Bank of Abyssinia (BOA),Google Play
"I was able to send money multiple times and I never had issue it was instant transfer, but now when I try to login it stays on spinning wheel and not able to login at all. I reinstalled the app and it's same thing.",4,2022-04-15 17:03:22,Bank of Abyssinia (BOA),Google Play
Can't sign up. Uninstalling. Will check it out another time.,1,2022-04-02 18:04:50,Bank of Abyssinia (BOA),Google Play
Slow respond app,3,2022-03-30 18:43:06,Bank of Abyssinia (BOA),Google Play
"It's what we need to have. At first, I was skeptical, but after a friend told me how it works, I used it, it was smooth and fast, you might see the Abyssinya bank account information, but don't worry, just put your any Ethiopian bank account, and it will go straight to that account (you don't have to have an Abyssinya bank account). New things I noticed recently, when you put your password, you don't see it in the box, since you know your password, why would you worry?",5,2022-03-26 23:53:28,Bank of Abyssinia (BOA),Google Play
"I was happy to know about CahsGo. Hence, I immediately installed it but could not complete the setup. It required my phone number to receive an activation pin through the number. When I tried to insert my number, the country I live in, Tanzania (+255), was not in the list and manually entering was not possible. I managed to get the email contact of the developer and sent an email about the problem. I did not even receive acknowledgement of the receipt of the message.",1,2022-03-08 10:11:47,Bank of Abyssinia (BOA),Google Play
The app used working fine. Now I donloaded the app to my another android pixel 5a phone and tried to login but the characters that I type in don't display on the login UI and it became an unusable. This issue need fix.,3,2022-03-07 17:58:45,Bank of Abyssinia (BOA),Google Play
A very poor app. I can not see my information that I entered in. It needs some improvements.,1,2022-03-02 22:50:37,Bank of Abyssinia (BOA),Google Play
Please fix your app. Can't see nothing on the display and can't log in too,2,2022-02-27 10:33:08,Bank of Abyssinia (BOA),Google Play
"This is the most annoying app I ever seen. I tried to register, but it keeps on sending a code that it doesn't provide a place to enter.",1,2022-02-22 06:13:43,Bank of Abyssinia (BOA),Google Play
"Is this app broken, it keeps sending the opt number by tex but giving same error when I tried to continue🤔",1,2022-02-21 17:53:45,Bank of Abyssinia (BOA),Google Play
It is a very glitchy app almost impossible to even sign up. I'm trying to use it from US. I am not sure if my location plays its own role against the registering process. It requires a serious update by the developers.,1,2022-02-21 16:23:16,Bank of Abyssinia (BOA),Google Play
I tried to create account but it just keeps saying error send OTP number or something else... It's annoying app... Try to fix it soon as possible.,1,2022-02-21 06:32:52,Bank of Abyssinia (BOA),Google Play
Great app...no more western Union,5,2022-02-20 20:35:44,Bank of Abyssinia (BOA),Google Play
Not continue to the next page to inter code number also on I tried on another phone not displaying any words or numbers its covered by yellow line,3,2022-02-20 19:19:04,Bank of Abyssinia (BOA),Google Play
"It's hard to do with this app, please check it!",1,2022-02-15 19:05:23,Bank of Abyssinia (BOA),Google Play
"The only minor issue I have to fill that long address form every time I send money,you can save and repopulate returning customers address If they want they can change or edit Also if your policy allowed you can the customer an option to save card information so when they come back they can send easily from their saved card if they want or they can have option to use a different card",4,2022-02-12 04:58:44,Bank of Abyssinia (BOA),Google Play
"The user interface has issues. It does not show what I am typing. Please fix it, I used it before it worked. I am using Android phone Samsung Galaxy S20.",3,2022-02-10 12:00:05,Bank of Abyssinia (BOA),Google Play
Excellent easy to use,5,2022-02-07 05:37:10,Bank of Abyssinia (BOA),Google Play
Great app sand your many with no costs fee's fast and simple 👏,5,2022-02-05 19:17:03,Bank of Abyssinia (BOA),Google Play
This is worst app ever I try first to send money it's working fine I have account back home Ethiopia commercial bank of Ethiopia but this app works only bank of abssinya but the money shows up after 5 days the transfer know I try to send it again it just keeping saying wrong account number but still the same account number this crazy,1,2022-02-05 01:00:53,Bank of Abyssinia (BOA),Google Play
The UI part has issue and doesn't display what we entered. And we're required 4 things to enter as beneficiary details to send the money but doesn't show what those things are-just empty text box. I think it needs to be taken down and fix/test the issue and better being back,1,2022-02-03 17:26:29,Bank of Abyssinia (BOA),Google Play
The login process is very difficult. Please make it simple. And also newest update has caused the number to disappear when you enter your phone number in login page. I have used it once to send money and that has worked. Im in process of sending again. That side is good. Just login process needs work to get 5 stars.,3,2022-01-29 19:48:17,Bank of Abyssinia (BOA),Google Play
Love to all,1,2022-01-29 18:07:06,Bank of Abyssinia (BOA),Google Play
The application is unresponsive,1,2022-01-27 07:44:54,Bank of Abyssinia (BOA),Google Play
"I sent money on Jan 16,2022 and it was supposed to be transferred to the bank but until today Jan 26,2022 didn't get transferred. I connected them trough email they said it will get transferred in 2 days but still nothing happened. It's so desappointed.",1,2022-01-27 05:45:37,Bank of Abyssinia (BOA),Google Play
"It is good to have this kind of app I like it, however why is the exchange rate dollar to birr is a little less comparing with Ria or others ? is there a hidden fee ?",3,2022-01-25 18:01:16,Bank of Abyssinia (BOA),Google Play
Awesome! Pretty easy-to-use and faster than it's rivals moneygram or western union. Thanks.,5,2022-01-25 12:38:33,Bank of Abyssinia (BOA),Google Play
"It is good to have this app to send money back home but it needs some periodic bug fixes. It is not forgiving if there is any minor error, and you have to start all over without knowing the error like other efficient apps. Please try harder.",3,2022-01-11 19:33:30,Bank of Abyssinia (BOA),Google Play
Very Good app,4,2022-01-11 04:53:29,Bank of Abyssinia (BOA),Google Play
It's very good app,4,2022-01-06 21:49:23,Bank of Abyssinia (BOA),Google Play
Help full,5,2022-01-06 05:29:01,Bank of Abyssinia (BOA),Google Play
OTP is not responding please respond to our complaints,2,2022-01-03 21:05:44,Bank of Abyssinia (BOA),Google Play
Cash go is the best app I seen so far!!!Well done Abyssinia keep rocking,5,2022-01-03 12:28:24,Bank of Abyssinia (BOA),Google Play
Wonderful App,5,2022-01-03 11:48:44,Bank of Abyssinia (BOA),Google Play
I like it,5,2022-01-03 11:48:30,Bank of Abyssinia (BOA),Google Play
"This App is the best, free of charge and reliable to send money from abroad with user friendly look and feel.",5,2022-01-03 10:18:12,Bank of Abyssinia (BOA),Google Play
Very user friendly and convenient app to send money to Ethiopia.,5,2022-01-02 23:01:48,Bank of Abyssinia (BOA),Google Play
The best app to send money to Ethiopia you have no idea how easy and secure besides it is really fast.It transfer money straight through one's account.,5,2022-01-01 08:01:12,Bank of Abyssinia (BOA),Google Play
"Thank you, I have received my money successfully",5,2021-12-31 22:14:09,Bank of Abyssinia (BOA),Google Play
This spplication is very good and easy to send money to Ethiopia.,5,2021-12-31 21:01:26,Bank of Abyssinia (BOA),Google Play
It's a great app. Transfered money credited straight to my account. Way to go! Bank of Abyssinia!!,5,2021-12-31 08:53:58,Bank of Abyssinia (BOA),Google Play
"It's very awesome app. Thank you so much Bank of Abyssinia for making money transfer easy , reliable and fast.",5,2021-12-30 11:05:26,Bank of Abyssinia (BOA),Google Play
This is a nice product to send money from any where abroad to Ethiopian people..... I use this app more than ten times this is nice efficient secure and reliable app.,5,2021-12-30 11:00:50,Bank of Abyssinia (BOA),Google Play
excellent app to send money. & it costs nothing at all.,5,2021-12-30 10:53:28,Bank of Abyssinia (BOA),Google Play
"It is the easiest way to transfer Dollar ($) to Ethiopia, I really appreciate this application",5,2021-12-30 09:18:22,Bank of Abyssinia (BOA),Google Play
Well done!,5,2021-12-30 08:20:07,Bank of Abyssinia (BOA),Google Play
"This is very good app. Very secured, usefull and easy to use.",5,2021-12-28 13:56:40,Bank of Abyssinia (BOA),Google Play
Excellent way go send money to Ethiopia,5,2021-12-25 09:24:33,Bank of Abyssinia (BOA),Google Play
Great app! Easiest and fastest money transfer. Keep it up,5,2021-12-24 05:44:12,Bank of Abyssinia (BOA),Google Play
best app easy and fast app,5,2021-12-23 20:44:00,Bank of Abyssinia (BOA),Google Play
"very secure, easy and really fast",5,2021-12-23 20:29:27,Bank of Abyssinia (BOA),Google Play
Great app. Simple user friendly interface . Makes even international money transfer simple and efficient. Keep up the good work abyssinia!,5,2021-12-23 19:54:44,Bank of Abyssinia (BOA),Google Play
Wonderful way to send money to Ethiopia and super easy to use.,5,2021-12-23 19:52:31,Bank of Abyssinia (BOA),Google Play
Easy to use and secured app.,5,2021-12-23 19:49:32,Bank of Abyssinia (BOA),Google Play
It would be best if you guys were add mobile topup option.,5,2021-12-23 17:00:08,Bank of Abyssinia (BOA),Google Play
No have korea phone number code on the country list .so we cant youth this app.,1,2021-12-22 21:23:07,Bank of Abyssinia (BOA),Google Play
OTP code request is not working (it doesn't generate the the code) to complete registration to create account.,3,2021-12-21 21:19:49,Bank of Abyssinia (BOA),Google Play
Great app easy to use. Two issues needs to be resolved 1. There are no other banks to choose. 2. Dropdown button to enter the month and year not moving at all. Hope it will be fixed soon. All the best ☺,3,2021-12-21 11:38:18,Bank of Abyssinia (BOA),Google Play
Great a bad app,5,2021-12-18 20:57:04,Bank of Abyssinia (BOA),Google Play
Very poor app,2,2021-12-18 02:00:12,Bank of Abyssinia (BOA),Google Play
"This app robes your money than any apps like money gram or western union. On the contrary they say it is free to send ,that is totally fraud. I paid $23 for sending $430. But if had been money gram, it would be $5. Please don't download",1,2021-12-16 01:02:26,Bank of Abyssinia (BOA),Google Play
After i create the account saw the review right away delete it because its not secured what the other people saying. If someone message u that u own $ that good even though u haven't take any loan according to the customer.,1,2021-12-13 18:01:34,Bank of Abyssinia (BOA),Google Play
I also get threaning whatsapp mags to repay loan amount whereas I did not take any loan from cash go.. Google should take necessary action against this app.,1,2021-12-08 08:17:54,Bank of Abyssinia (BOA),Google Play
Fraud app. Till this fraud loan repayment msg I am not download this app I am not taken any loan from this app.but they thretan for legal action. Fraud fraud.,1,2021-12-08 06:55:48,Bank of Abyssinia (BOA),Google Play
Salo haramiyo bina lone k whatsaap par mssg karte ho chutiyo salo koi bhi in chutiyo ka is aap ko install mat karna,1,2021-12-06 14:18:45,Bank of Abyssinia (BOA),Google Play
Fraud company I request Google remove this app Google Play and APK file,1,2021-12-06 05:26:20,Bank of Abyssinia (BOA),Google Play
በጣም ነው የወደድኩት። ለመጠቀም ቀላል እና ገንዘቡም በህጋዊ መንገድ በአፋጣኝ ለቤተሰቦቼ ደርሷል።,5,2021-12-05 05:02:23,Bank of Abyssinia (BOA),Google Play
"I never taken loan from this app , but every time i am getting msg in whats app to pay amount immedeatly or else case action will be taken , i dont what is this nonsence This is never acceptable You people are making fool everyone",1,2021-12-04 14:49:37,Bank of Abyssinia (BOA),Google Play
Guy we need to giv this app zero ratings this very fraud at least don't install this app they will hack your mobile it very difficult to you guys please I request u don't move whit this app your money not safe with this is totally fraud in good review also fraud don't trust this app government have to take serious action on this app I think google will understand about this app please were requesting don't Acppect like this fraud member please google if Acppect like fraud never use palystore,1,2021-12-04 07:38:58,Bank of Abyssinia (BOA),Google Play
Hi This is fraud company i dont have take any loan from this app but their threaten me i am going to file a complaint. Please report this app,1,2021-12-04 07:21:15,Bank of Abyssinia (BOA),Google Play
"Guys plz becareful don't click on the whatapp threatening message this app sent you , this app continously sent me on whatapp saying I took loan and to repay back I never take loan from this app or never heard of this app before. I came to know about this app when they sent me whatapp messages to clear the loan , but I never take loan from this app.. they threatening me to clear the loan . Plz google take proper action on this app",1,2021-12-03 21:28:35,Bank of Abyssinia (BOA),Google Play
I have not taken a loan from this app and yet they send WhatsApp messages in a threatening way to pay the amount..please be aware and don't click on the link that on the mssg which they sent through WhatsApp.,1,2021-12-03 15:02:39,Bank of Abyssinia (BOA),Google Play
I have not taken any loan from this app an continuesly sending watsup message to me worst appp.,1,2021-12-03 14:47:10,Bank of Abyssinia (BOA),Google Play
Let me check first,1,2021-12-03 10:29:26,Bank of Abyssinia (BOA),Google Play
Very bad app,1,2021-12-03 10:05:50,Bank of Abyssinia (BOA),Google Play
Am very happy to see this no more black market i think am the first one who started using it so,5,2021-12-02 23:00:09,Bank of Abyssinia (BOA),Google Play
"This app seems only works for bank of Abysinya, and compared to Western union that can be used for all banks. Also the exchange rate is the same with Western union.",1,2021-12-02 16:56:31,Bank of Abyssinia (BOA),Google Play
I'm not take loan by this app but they continuing message me to pay loan. Please be aware,1,2021-11-30 17:43:54,Bank of Abyssinia (BOA),Google Play
I am not take loan by this but they continue masseging me to pay loan plz be aver,1,2021-11-30 05:31:50,Bank of Abyssinia (BOA),Google Play
ለደቡብኮሪያ አይሰራም የአገሮች መምረጫ ላይ ደቡብ ኮሪያ አልተካተም register ለማድረግ አልቻልኩም።,5,2021-11-28 18:23:29,Bank of Abyssinia (BOA),Google Play
"Guys this is a fraud company, they are continuously threatening me to pay the loan amount, whereas I didn't take any loan from this company, Google should immediately take legal action against this company",1,2021-11-28 15:49:57,Bank of Abyssinia (BOA),Google Play
"Very easy to open an account and easy to transfer money, Great app",5,2021-11-26 15:12:23,Bank of Abyssinia (BOA),Google Play
It's great but the difficulty I found out why only Abssinian bank even I didn't found Ethiopian Commercial Bank which had branches in every corner of Ethiopia,4,2021-11-26 12:11:48,Bank of Abyssinia (BOA),Google Play
Very disappointing application. it's getting worst by the day. both Amole and their super app. Just abysmal. Very sad.,1,2025-10-31 19:25:05,Dashen Bank,Google Play
"Banking made simple, smart, and safe.",5,2025-10-28 15:35:23,Dashen Bank,Google Play
It is the best of all i liked it i used it almost 2 years. As a idea i ask dashen bank system officier please make it self registerable app,5,2025-10-27 19:37:55,Dashen Bank,Google Play
gngu,5,2025-10-21 00:31:58,Dashen Bank,Google Play
"The app is very good , but it does not tell the account number to which transfer is made and the transfer reciever also does not know from whom the transaction was made.Moreover it requires frequent update within short period. Hence improve it accordingly.",4,2025-09-09 22:24:44,Dashen Bank,Google Play
"The best app and easy to use. The only draw back, it has no password reset option without going to brach. Pls modify it.",3,2025-08-24 19:32:32,Dashen Bank,Google Play
Please enable the app for sreen shoot,1,2025-08-19 00:21:56,Dashen Bank,Google Play
good,3,2025-08-11 16:57:40,Dashen Bank,Google Play
good,4,2025-08-08 14:37:50,Dashen Bank,Google Play
the best mobile banking app in Ethiopia,5,2025-07-19 15:31:07,Dashen Bank,Google Play
ግኡድ app,5,2025-07-17 08:00:03,Dashen Bank,Google Play
nice app,5,2025-07-16 16:23:32,Dashen Bank,Google Play
it's awesome application but there is no available card less système,5,2025-07-12 00:20:27,Dashen Bank,Google Play
The app suddenly stops,1,2025-06-12 12:00:48,Dashen Bank,Google Play
nice app,4,2025-06-12 10:07:13,Dashen Bank,Google Play
it is even super than super app,5,2025-06-12 09:28:59,Dashen Bank,Google Play
It would be more helpful if a/c no used for transfer are saved and usable for any future time transfers,4,2025-06-10 07:27:08,Dashen Bank,Google Play
truly one step ahead,4,2025-06-09 20:39:25,Dashen Bank,Google Play
best,5,2025-06-05 08:34:06,Dashen Bank,Google Play
nice application,4,2025-05-27 14:41:03,Dashen Bank,Google Play
best,5,2025-05-22 23:11:40,Dashen Bank,Google Play
bast smart bank sistem dashen amole dashen bamk,5,2025-05-17 09:25:53,Dashen Bank,Google Play
best app,5,2025-05-16 16:30:27,Dashen Bank,Google Play
ለአጠቃቀም እጅግ ቀላልና ድህንነቱ የተጠበቀ ነው።,5,2025-05-16 07:10:05,Dashen Bank,Google Play
"Worst app possible, I don't think it gets worse than this. Least user friendly process to exchange your own money, far too many hurdles you have to get past to make a simple money transfer. Even after getting past all the hurdles you are restricted with a min and I believe a max amount of your own money you have access to, not to mention time restrictions; I wasn't able to access my money past midnight multiple times. You can't change tab to another app, having opened this without it crashing.",1,2025-05-15 13:30:37,Dashen Bank,Google Play
I'm a Dashen Bank customer as I know its function and duty. Thanks.,5,2025-05-15 12:10:36,Dashen Bank,Google Play
Amole is the digital mobile application what i prefer.,5,2025-05-15 11:01:15,Dashen Bank,Google Play
nice,4,2025-05-12 20:43:20,Dashen Bank,Google Play
best mobile banking app👍,5,2025-05-10 15:23:36,Dashen Bank,Google Play
Complicated and fake app,1,2025-04-29 09:40:22,Dashen Bank,Google Play
Its Good updation from Previous,3,2025-04-25 20:54:25,Dashen Bank,Google Play
yarid dima,5,2025-04-17 20:35:48,Dashen Bank,Google Play
Best app,5,2025-04-14 02:40:38,Dashen Bank,Google Play
"Requires updates too frequently, often has server related issues, the fingerprint always requires updating, it's the most unreliable app I've used and always fails when you want to make urgent payments.",2,2025-04-10 09:19:27,Dashen Bank,Google Play
dashin,3,2025-04-08 01:37:25,Dashen Bank,Google Play
disappointed because of option to transfer cash on telebirr is limited for self only.... those and other similar given choices by the bank used us to choose this bank over others! no doubt I will be not preferring this bank with no unique incentives.,1,2025-03-29 23:42:37,Dashen Bank,Google Play
everything is perfect,5,2025-03-29 16:33:11,Dashen Bank,Google Play
good,4,2025-03-26 12:06:30,Dashen Bank,Google Play
good,5,2025-03-26 09:42:08,Dashen Bank,Google Play
Dashin Bank#1,5,2025-03-20 08:30:56,Dashen Bank,Google Play
Both Amole & Dashen superApp are by far the worst mobile banking apps i have ever came across. if only there is 0 star option,1,2025-03-18 19:01:15,Dashen Bank,Google Play
"funny app, so much gymnastics just to be an app for sending and receiving money.",3,2025-03-18 11:40:24,Dashen Bank,Google Play
I use this app so many times so i like it,5,2025-03-17 16:50:55,Dashen Bank,Google Play
Why did u change the option to transfer to other tellebirr account,1,2025-03-17 15:41:12,Dashen Bank,Google Play
It's nice and simple to use app.,5,2025-03-17 01:19:37,Dashen Bank,Google Play
Just 👍,5,2025-03-15 12:25:36,Dashen Bank,Google Play
Not god its,5,2025-03-14 20:19:26,Dashen Bank,Google Play
Regarding Internet banking i really choice a Dashen Bank and I have one recommendation for app developer shall considere the low android level means 4-6 android to adress all types of android users because now a days the current updated app can't support such android.Thanks!!!,5,2025-03-08 20:01:41,Dashen Bank,Google Play
It doesn't work,1,2025-03-02 13:40:09,Dashen Bank,Google Play
ምርጥ,5,2025-02-28 09:46:45,Dashen Bank,Google Play
Best,5,2025-02-26 16:14:00,Dashen Bank,Google Play
Please the update is refused to be download on my phone tecno f1. Please solve this issue ASAP,1,2025-02-26 15:08:17,Dashen Bank,Google Play
Excellent app,5,2025-02-24 11:46:13,Dashen Bank,Google Play
"Very poor service, always not responding when ever we need to transfer I rate it 0 !",1,2025-02-23 13:17:49,Dashen Bank,Google Play
