review,rating,date,bank,source
good👍,4,2023-07-28 20:55:45,Dashen Bank,Google Play
Best,5,2023-07-27 22:19:09,Dashen Bank,Google Play
good app,5,2023-07-27 15:51:53,Dashen Bank,Google Play
"I really enjoy this app because by doing anything it could remind me and saying you logged in with this app, if is not you contact this number.. So I like it",5,2023-07-23 11:11:52,Dashen Bank,Google Play
Tell 6836,1,2023-07-22 20:21:21,Dashen Bank,Google Play
"The login should be auto filled,",3,2023-07-20 20:26:50,Dashen Bank,Google Play
Good,5,2023-07-20 18:31:21,Dashen Bank,Google Play
የአንድ ጊዜ ምስጥር ቁጥር ቶሎ አይመጣም ብዙ ሰዓት ያስጠብቃል ማሻሻያ ይደረግ,2,2023-07-20 13:42:14,Dashen Bank,Google Play
Good,5,2023-07-20 11:45:50,Dashen Bank,Google Play
Good app,4,2023-07-18 18:58:26,Dashen Bank,Google Play
Used balance check app,5,2023-07-14 21:05:50,Dashen Bank,Google Play
Nice so perfect,5,2023-07-06 19:38:39,Dashen Bank,Google Play
It is easy to use,5,2023-07-04 21:41:28,Dashen Bank,Google Play
This appi is 👍Good,3,2023-06-09 19:28:32,Dashen Bank,Google Play
ጥሩ ነው ግን chrom ላይ password save አድርጎ ያቆያል,5,2023-06-09 11:51:45,Dashen Bank,Google Play
Thankz,3,2023-06-08 21:25:47,Dashen Bank,Google Play
Why should change password it's not good if ur client forget password it can be exhausted for client,2,2023-06-08 21:03:48,Dashen Bank,Google Play
OTP not send on time while processing any transactions by this app.,4,2023-06-07 12:47:09,Dashen Bank,Google Play
Good app,5,2023-06-06 20:17:09,Dashen Bank,Google Play
"It is simple to use, one annoying thing is, it demands you to change passward frequently and then, when we get confused which passward we used last time, it locks you out, if you put wrong passward and then tells to go to your bank, which may be miles away. Please make the frequency of passward change less frequent.",2,2023-06-06 10:37:25,Dashen Bank,Google Play
good upp,1,2023-06-06 07:24:58,Dashen Bank,Google Play
best,5,2023-06-05 16:50:35,Dashen Bank,Google Play
Five star,5,2023-05-26 09:26:13,Dashen Bank,Google Play
It's amazing app use it!,5,2023-05-21 17:32:08,Dashen Bank,Google Play
"I really enjoy using the amole app simple and easy. I hope the developers add card management services like change your pin, disable card and so on other than that I enjoy using amole it's great 👍",5,2023-05-16 22:34:51,Dashen Bank,Google Play
I can't update amole lite and when I try to use the old version it can't log on to my account.,3,2023-05-13 06:17:58,Dashen Bank,Google Play
It's good and easy to user from any branch. I say Continue ahead,5,2023-05-10 13:31:26,Dashen Bank,Google Play
Good app,5,2023-05-06 09:43:05,Dashen Bank,Google Play
ፈጣን እና ምርጥ ባንክ ነው mobile banking ደሞ በታም ኣሪፍ አና ተሎ የሚደርስ ከሌላ bank የተለየ ነው ቀጥሉበት ፡፡ እናመሰግናለን,5,2023-05-05 09:16:18,Dashen Bank,Google Play
Best,5,2023-05-04 00:37:20,Dashen Bank,Google Play
Best app,5,2023-04-28 21:10:34,Dashen Bank,Google Play
This app is not expected from a bank that says they are pioneer in adapting technology.its user interface is worst than other bank its not intuitive at all .it needs lots of work,3,2023-04-28 16:18:02,Dashen Bank,Google Play
Good,5,2023-04-18 07:07:26,Dashen Bank,Google Play
best,5,2023-04-13 16:44:31,Dashen Bank,Google Play
Best Application,5,2023-04-08 20:48:52,Dashen Bank,Google Play
Ok,5,2023-04-01 23:08:42,Dashen Bank,Google Play
ለ ንግድ ስራ yamehon 6 war yamemalsew tenshe bedr eflgalhu,4,2023-03-29 10:33:19,Dashen Bank,Google Play
It`s good.but the transaction fee to other bank is too much,3,2023-03-28 11:10:17,Dashen Bank,Google Play
Best,5,2023-03-27 16:18:34,Dashen Bank,Google Play
Gaariidha!!!,5,2023-03-26 20:56:13,Dashen Bank,Google Play
Good app it is useful for business activities .,5,2023-03-25 16:16:33,Dashen Bank,Google Play
Good app,5,2023-03-25 14:30:16,Dashen Bank,Google Play
Like,5,2023-03-24 18:42:32,Dashen Bank,Google Play
Nice app,4,2023-03-22 10:50:05,Dashen Bank,Google Play
Account is locked out without any wrong password retries 3 times. Sending OTP is unnecessary because it has its own username and password.we can not make transfer without having SIM card on hands.if it require SIM card why we not use USSD no need of app instead .it makes discomfort for using,3,2023-03-20 14:03:35,Dashen Bank,Google Play
Good and reliable service,5,2023-03-19 21:52:46,Dashen Bank,Google Play
"Best app I have ever seen woderfull, always one step ahead.",5,2023-03-19 14:06:24,Dashen Bank,Google Play
Good apps,5,2023-03-19 13:51:25,Dashen Bank,Google Play
Good application for people needs,5,2023-03-18 23:28:12,Dashen Bank,Google Play
What the hell are you doing. How can you release an app update and completely ruin everything. I can even login to begin with. You took it from a 5 to a 1.,1,2023-03-18 13:13:42,Dashen Bank,Google Play
comfortable,5,2023-03-18 12:48:20,Dashen Bank,Google Play
Really what amazing application whcih easily friendly and convinant more finally I would like to say it alawyas updated and modified many times it lacks consistancy.,5,2023-03-13 21:14:59,Dashen Bank,Google Play
Good,5,2023-03-09 07:39:09,Dashen Bank,Google Play
This is good app,4,2023-03-08 18:18:21,Dashen Bank,Google Play
Best mobile bank in Ethiopia i can access this service through different way. I love it,5,2023-02-27 23:30:54,Dashen Bank,Google Play
Wow,5,2023-02-23 10:46:21,Dashen Bank,Google Play
You have made the app more user friendly and easier to access any informantion. Great work from the developers. 👏👏👏,5,2023-02-18 11:49:25,Dashen Bank,Google Play
"It is easy to use, fast and secure. I love it keep up the good work!",5,2023-02-15 08:13:13,Dashen Bank,Google Play
Wow,4,2023-02-13 14:08:06,Dashen Bank,Google Play
"Secure,Fast and Easy👍",5,2023-02-10 20:32:55,Dashen Bank,Google Play
Dashin Bank,5,2023-02-05 15:58:22,Dashen Bank,Google Play
It's good thanks you,5,2023-02-05 09:27:34,Dashen Bank,Google Play
"Its very easy and usefull app,keep it up your good service.",5,2023-02-02 15:37:10,Dashen Bank,Google Play
Excellent,5,2023-01-30 13:53:14,Dashen Bank,Google Play
It's very good,5,2023-01-25 10:49:55,Dashen Bank,Google Play
Good App,1,2023-01-20 11:25:29,Dashen Bank,Google Play
Malif kani yeroo yerodhani update gafat kuni imo rakisadha,2,2023-01-19 11:10:55,Dashen Bank,Google Play
ይመቻል,5,2023-01-10 20:13:46,Dashen Bank,Google Play
Nice app,5,2023-01-10 19:07:56,Dashen Bank,Google Play
"This version is better from the previous one, it's speed is admirable!",4,2023-01-01 09:38:01,Dashen Bank,Google Play
Good app.,5,2022-12-30 08:53:59,Dashen Bank,Google Play
Thanks for this application,5,2022-12-29 21:36:06,Dashen Bank,Google Play
Abin kun hedduu midhagadhaa 👍😍,5,2022-12-28 21:55:18,Dashen Bank,Google Play
It is very good,5,2022-12-28 20:00:26,Dashen Bank,Google Play
Doesn't open.,1,2022-12-24 23:01:40,Dashen Bank,Google Play
Why is not working,3,2022-12-18 23:00:50,Dashen Bank,Google Play
It's nice app tanks befor.,5,2022-12-18 13:53:04,Dashen Bank,Google Play
Nice,5,2022-12-16 18:53:56,Dashen Bank,Google Play
"It's a good app. I like the summery it gives after every transaction. The problem is its asking me to update, when I try to update, it won't.",4,2022-12-15 15:08:33,Dashen Bank,Google Play
It is helpful for my transactions.,5,2022-12-13 21:07:22,Dashen Bank,Google Play
Fantastic app,5,2022-12-13 17:22:24,Dashen Bank,Google Play
"It is nice app, secure. The problem is, it can not remember accounts I have previously transferred to. I have to manually enter account number every time I want to make transfers. The CBE app remembers previously used accounts. Learn from them.",4,2022-12-09 09:39:09,Dashen Bank,Google Play
It's a great app,5,2022-12-08 17:46:46,Dashen Bank,Google Play
Bad app,5,2022-12-07 21:55:52,Dashen Bank,Google Play
Leading bank good job,4,2022-12-07 20:41:44,Dashen Bank,Google Play
"The app is good but It could not syncronize the wallet and the telephone number which is attached to my account. It alerts like ''The Mobile Number is Already registered, Search with customer ID xxxxxxxxxxx''. Try to correct it pls.",3,2022-12-06 17:44:58,Dashen Bank,Google Play
v. good app,5,2022-11-27 14:27:54,Dashen Bank,Google Play
